wmc	dit	noc	cbo	rfc	lcom	ca	ce	npm	lcom3	loc	dam	moa	mfa	cam	ic	cbm	amc	max_cc	avg_cc	Faultiness
2	3	0	26	21	1	0	26	2	2	81	0	0	0.857142857	0.6	1	1	39.5	3	1.5	FALSE
2	3	0	3	5	1	0	3	2	2	14	0	0	0.857142857	0.666666667	1	1	6	1	0.5	FALSE
2	2	0	12	14	1	0	12	2	2	46	0	0	0.8	0.666666667	1	1	22	1	0.5	FALSE
6	1	0	14	38	7	0	14	3	0.828571429	165	0.571428571	4	0	0.4	0	0	25.33333333	3	1.1667	FALSE
8	4	0	26	48	22	0	26	4	0.922077922	380	0.363636364	2	0.846153846	0.357142857	1	1	45.125	3	1.5	FALSE
2	3	0	8	8	1	0	8	2	2	24	0	0	0.857142857	0.6	1	1	11	2	1	FALSE
2	3	0	18	20	1	0	18	2	2	74	0	0	0.857142857	0.6	1	1	36	5	2.5	FALSE
2	2	0	26	26	1	0	26	2	2	94	0	0	0.8	0.666666667	1	1	46	1	0.5	FALSE
2	3	0	9	8	1	0	9	2	2	31	0	0	0.857142857	0.625	1	1	14.5	3	1.5	FALSE
2	3	0	18	23	1	0	18	2	1	100	0	0	0.857142857	0.6	2	2	48.5	6	3	FALSE
8	4	0	21	39	6	1	20	6	0.857142857	306	0	0	0.85	0.666666667	3	5	36.75	2	0.875	FALSE
8	1	0	23	39	24	0	23	7	0.928571429	250	0.25	0	0	0.346938776	0	0	29.75	17	2.875	FALSE
5	2	0	27	27	10	0	27	2	2	316	0	0	0.5	0.8	1	1	62.2	7	3.6	FALSE
2	4	0	30	35	1	0	30	2	2	228	0	0	0.923076923	0.625	1	2	113	1	0.5	FALSE
3	3	0	21	29	3	0	21	2	2	119	0	0	0.75	0.444444444	1	1	38.66666667	6	3	FALSE
6	6	0	24	38	13	0	24	1	1	181	0	0	0.875	0.6	3	5	28.66666667	1	0.6667	FALSE
4	3	0	5	17	4	0	5	3	0.888888889	69	0.333333333	0	0.928571429	0.666666667	1	2	15.5	3	1	FALSE
3	1	0	3	7	3	1	2	2	1	36	0	1	0	0.75	0	0	10.66666667	2	0.6667	FALSE
1	5	0	1	2	0	0	1	1	2	4	0	0	1	1	0	0	3	0	0	FALSE
2	4	0	30	33	1	0	30	2	2	268	1	0	0.923076923	0.625	1	2	131.5	1	0.5	FALSE
6	3	0	11	17	13	0	11	3	0.8	238	1	0	0.636363636	0.366666667	1	1	38.16666667	7	2.8333	FALSE
3	3	0	10	12	3	0	10	2	2	60	0	0	0.75	0.444444444	1	1	19	6	2.6667	FALSE
7	5	0	18	25	9	0	18	2	0.888888889	139	0	0	0.827586207	0.722222222	2	3	18.42857143	1	0.7143	FALSE
2	3	0	28	35	1	0	28	2	1	310	0	0	0.857142857	0.666666667	2	2	153	29	14.5	FALSE
12	3	0	50	88	46	0	50	8	0.848484848	1107	0.185185185	1	0.736842105	0.311688312	0	0	89	59	6.25	FALSE
4	5	0	9	13	4	0	9	1	1	43	0	0	0.923076923	0.555555556	2	2	9	1	0.5	FALSE
3	4	0	31	39	3	0	31	2	1	194	0	0	0.923076923	0.625	2	2	63	1	0.3333	FALSE
2	3	0	12	11	1	0	12	2	2	34	0	0	0.857142857	0.625	1	1	16	2	1	FALSE
3	3	0	8	22	1	0	8	1	0.75	129	0.5	0	0.962962963	0.75	1	2	41.33333333	7	2.3333	FALSE
2	3	0	13	10	1	0	13	2	2	29	0	0	0.857142857	0.6	1	1	13.5	1	0.5	FALSE
2	4	0	15	14	1	0	15	2	2	55	0	0	0.888888889	0.666666667	2	2	26.5	1	0.5	FALSE
2	3	0	15	20	1	0	15	2	2	65	0	0	0.857142857	0.625	1	1	31.5	8	4	FALSE
4	3	0	16	38	2	0	16	1	0.933333333	346	0.2	0	0.928571429	0.666666667	2	3	84.25	14	5	FALSE
5	5	0	12	16	8	0	12	2	1	48	0	0	0.888888889	0.4	3	3	8	1	0.6	FALSE
1	6	0	1	2	0	0	1	1	2	4	0	0	1	1	0	0	3	0	0	FALSE
2	3	0	12	9	1	0	12	2	2	73	0	0	0.857142857	0.625	1	1	35.5	8	4	FALSE
2	3	0	4	6	1	0	4	1	2	16	0	0	0.888888889	0.75	1	1	7	2	1	FALSE
3	3	2	16	12	3	2	14	2	2	69	0	0	0.75	0.466666667	1	1	22	1	0.6667	FALSE
3	3	0	17	30	1	0	17	2	1	122	0.666666667	0	0.857142857	0.625	1	1	38.66666667	9	3	FALSE
4	3	0	27	54	6	0	27	2	1.111111111	267	0.333333333	0	0.818181818	0.5	1	2	65	1	0.5	FALSE
3	2	0	19	37	1	0	19	2	0.833333333	145	0.333333333	0	0.8	0.75	0	0	46.33333333	4	1.3333	TRUE
2	4	0	27	26	1	0	27	2	2	139	0	0	0.923076923	0.625	1	2	68.5	1	0.5	FALSE
7	5	0	18	21	9	0	18	1	0.888888889	85	0	0	0.827586207	0.666666667	3	5	10.71428571	1	0.7143	FALSE
15	1	0	213	57	103	185	28	13	0.964285714	425	0.25	0	0	0.178571429	0	0	27.06666667	9	3.0667	FALSE
2	3	0	11	11	1	0	11	2	2	42	0	0	0.857142857	0.6	1	1	20	6	3	FALSE
2	4	0	1	3	1	0	1	1	2	7	0	0	0.888888889	1	1	1	2.5	1	0.5	FALSE
12	4	0	42	99	0	9	33	10	0.818181818	930	0	0	0.666666667	0.787878788	2	3	76.16666667	2	0.9167	TRUE
2	3	0	12	13	1	0	12	2	2	44	0	0	0.857142857	0.625	1	1	21	4	2	FALSE
2	2	0	4	3	1	0	4	2	2	7	0	0	0.8	0.666666667	1	1	2.5	1	0.5	FALSE
2	3	0	9	14	1	0	9	2	2	45	0	0	0.857142857	0.625	1	1	21.5	4	2	FALSE
2	2	0	10	16	1	0	10	2	2	75	0	0	0.8	0.666666667	1	1	36.5	1	0.5	FALSE
2	3	0	8	9	1	0	8	2	2	33	0	0	0.857142857	0.6	1	1	15.5	3	1.5	FALSE
5	3	0	30	48	10	0	30	2	1	227	0	0	0.6	0.311111111	1	1	44.2	12	4	FALSE
4	5	0	9	13	4	0	9	1	1	43	0	0	0.923076923	0.555555556	2	2	9	1	0.5	FALSE
3	3	0	21	27	3	0	21	2	1	115	0	0	0.75	0.583333333	1	1	37	6	4	FALSE
5	5	0	12	17	4	0	12	1	0.916666667	63	0	0	0.888888889	0.666666667	2	3	11	1	0.6	FALSE
2	4	0	24	40	1	0	24	2	2	284	0	0	0.923076923	0.625	1	1	141	1	0.5	TRUE
15	1	0	12	65	73	2	10	7	0.828571429	358	0.8	0	0	0.166666667	0	0	22.53333333	6	1.4	FALSE
2	2	0	13	15	1	0	13	2	2	55	0	0	0.8	0.666666667	1	1	26.5	1	0.5	FALSE
2	3	0	9	8	1	0	9	2	2	25	0	0	0.857142857	0.625	1	1	11.5	2	1	FALSE
7	4	0	20	40	7	1	19	5	0.875	235	0	0	0.871794872	0.611111111	3	5	32	2	0.8571	FALSE
2	3	0	13	10	1	0	13	2	2	29	0	0	0.857142857	0.6	1	1	13.5	2	1	FALSE
6	5	0	21	29	3	0	21	1	0.866666667	133	0	0	0.857142857	0.733333333	2	3	20.66666667	1	0.6667	FALSE
2	3	0	9	7	1	0	9	2	2	22	0	0	0.857142857	0.6	1	1	10	1	0.5	FALSE
10	5	0	11	17	45	1	10	2	1.037037037	58	0	0	0.826086957	0.4	3	6	4.5	2	0.9	FALSE
2	2	0	22	17	1	0	22	2	2	52	0	0	0.8	0.666666667	1	1	25	1	0.5	FALSE
5	1	2	7	6	10	5	2	2	1	12	1	0	0	0.433333333	0	0	1.2	1	0.8	FALSE
19	5	0	24	35	171	0	24	19	1.055555556	278	1	0	0.666666667	0.210526316	2	5	13.47368421	10	2.7895	FALSE
2	3	0	8	16	1	0	8	2	2	47	0	0	0.857142857	0.625	1	1	22.5	2	1	FALSE
8	5	0	16	22	28	1	15	2	1.047619048	91	0	0	0.88	0.314285714	4	8	10	3	1.125	TRUE
9	3	1	34	51	22	9	25	7	0.90625	251	0.25	0	0.740740741	0.4375	2	3	26.44444444	2	1	FALSE
5	5	0	3	18	10	0	3	1	2	72	0	0	0.945205479	1	3	3	13.4	1	0.8	FALSE
2	3	0	11	7	1	0	11	2	2	19	0	0	0.857142857	0.6	1	1	8.5	2	1	FALSE
8	4	0	14	33	6	2	12	6	0.857142857	205	0	0	0.769230769	0.666666667	2	3	24.125	2	0.875	FALSE
4	5	0	9	13	4	0	9	1	1	43	0	0	0.923076923	0.555555556	2	2	9	1	0.5	FALSE
8	5	0	8	13	28	1	7	2	1.047619048	44	0	0	0.88	0.314285714	3	7	4.125	1	0.75	TRUE
5	6	0	9	14	8	0	9	1	1	46	0	0	0.903225806	0.5	3	5	7.6	1	0.6	FALSE
2	3	0	9	10	1	0	9	2	2	35	0	0	0.857142857	0.6	1	1	16.5	1	0.5	FALSE
8	4	0	15	28	14	1	14	5	0.892857143	150	0	0	0.85	0.666666667	3	5	17.25	2	0.875	FALSE
2	3	0	18	28	1	0	18	2	2	104	0	0	0.857142857	0.666666667	1	1	51	1	0.5	FALSE
2	3	0	13	14	1	0	13	2	1	48	0	0	0.958333333	0.666666667	2	2	22.5	1	0.5	FALSE
2	2	0	12	15	1	0	12	2	1	135	0	0	0.8	0.666666667	1	1	65.5	1	0.5	FALSE
2	3	0	9	12	1	0	9	2	2	37	0	0	0.857142857	0.625	1	1	17.5	3	1.5	FALSE
2	3	0	9	9	1	0	9	2	2	29	0	0	0.857142857	0.625	1	1	13.5	3	1.5	FALSE
4	4	0	8	13	6	0	8	1	2	41	0	0	0.8125	0.4	2	3	9.25	1	0.75	FALSE
2	3	0	9	12	1	0	9	2	2	36	0	0	0.857142857	0.625	1	1	17	3	1.5	FALSE
2	3	0	7	8	1	0	7	2	2	22	0	0	0.857142857	0.625	1	1	10	1	0.5	FALSE
8	4	0	22	39	6	2	20	6	0.857142857	306	0	0	0.85	0.666666667	3	5	36.75	2	0.875	FALSE
5	5	0	18	24	8	0	18	2	1	88	0	0	0.888888889	0.4	3	3	16	1	0.6	FALSE
2	3	0	9	8	1	0	9	2	2	25	0	0	0.857142857	0.625	1	1	11.5	2	1	FALSE
7	2	0	7	19	21	0	7	2	2	209	0	0	0.4	0.5	1	1	28.85714286	12	2.4286	FALSE
2	3	0	9	8	1	0	9	2	2	23	0	0	0.857142857	0.666666667	1	1	10.5	1	0.5	FALSE
3	3	0	28	42	3	0	28	2	1	184	0	0	0.75	0.416666667	1	1	60	12	4.6667	FALSE
5	5	0	3	18	10	0	3	1	2	67	0	0	0.945205479	1	3	3	12.4	1	0.8	FALSE
1	1	0	4	1	0	2	2	1	2	1	0	0	0	1	0	0	0	1	1	FALSE
2	3	0	8	7	1	0	8	2	2	24	0	0	0.857142857	0.625	1	1	11	1	0.5	FALSE
7	4	0	14	25	7	1	13	5	0.875	170	0	0	0.871794872	0.611111111	3	6	22.71428571	2	0.8571	FALSE
6	5	0	20	22	9	0	20	2	0.933333333	75	0	0	0.857142857	0.666666667	2	3	11	1	0.6667	FALSE
2	2	0	5	4	1	0	5	2	2	12	0	0	0.8	0.666666667	1	1	5	1	0.5	FALSE
6	5	0	18	24	9	0	18	2	0.933333333	84	0	0	0.857142857	0.44	3	4	12.5	1	0.6667	FALSE
9	5	0	15	20	36	1	14	2	1.041666667	70	0	0	0.844444444	0.4	3	6	6.444444444	2	0.8889	FALSE
2	3	0	4	7	1	0	4	2	2	22	0	0	0.857142857	0.625	1	1	10	1	0.5	FALSE
9	2	0	24	37	36	0	24	1	1.041666667	247	0.333333333	0	0.740740741	0.375	1	3	26.11111111	10	2.3333	FALSE
4	2	0	31	70	4	0	31	2	1.023809524	531	0.357142857	0	0.904761905	0.833333333	1	2	128.25	13	3.5	FALSE
7	4	0	14	26	7	1	13	5	0.875	158	0	0	0.871794872	0.611111111	3	5	21	2	0.8571	FALSE
6	2	0	24	58	13	2	22	4	1.05	289	0	0	0.870967742	0.333333333	1	1	46.5	11	2.8333	FALSE
6	2	15	29	15	15	15	14	3	2	54	0	0	0.444444444	0.416666667	1	1	8	1	0.8333	FALSE
2	4	0	17	22	1	0	17	2	2	111	0	0	0.923076923	0.625	1	1	54.5	1	0.5	FALSE
1	1	0	4	1	0	2	2	1	2	1	0	0	0	1	0	0	0	1	1	FALSE
3	3	0	21	29	3	0	21	2	2	119	0	0	0.75	0.444444444	1	1	38.66666667	6	3	FALSE
2	4	0	22	23	1	0	22	2	2	193	0	0	0.923076923	0.625	2	2	95.5	1	0.5	TRUE
18	3	0	27	107	115	0	27	3	0.882352941	970	0.4	0	0.765625	0.20855615	1	1	52.61111111	5	1.7778	FALSE
2	2	0	15	29	1	0	15	2	1	124	0	0	0.8	0.666666667	1	1	60.5	1	0.5	FALSE
6	6	0	15	25	13	0	15	1	1	89	0	0	0.885714286	0.533333333	4	7	13.33333333	1	0.6667	FALSE
3	2	0	24	21	3	0	24	2	2	99	0	0	0.666666667	0.444444444	1	1	32	1	0.6667	FALSE
2	3	0	9	9	1	0	9	2	2	29	0	0	0.857142857	0.625	1	1	13.5	3	1.5	FALSE
2	2	0	6	6	1	0	6	2	2	24	0	0	0.8	0.666666667	1	1	11	2	1	FALSE
10	2	0	26	54	39	2	24	3	1	234	0	0	0.771428571	0.380952381	1	1	22.2	4	1.5	FALSE
7	6	0	13	19	15	0	13	2	0.944444444	74	0	0	0.848484848	0.555555556	3	7	9.142857143	1	0.7143	FALSE
8	5	0	23	29	16	0	23	3	0.904761905	128	0	0	0.8	0.666666667	3	3	14.625	1	0.75	FALSE
3	4	0	23	29	1	0	23	2	0.5	325	1	0	0.923076923	0.625	1	1	105.3333333	1	0.3333	FALSE
5	5	0	14	19	8	0	14	2	1	60	0	0	0.888888889	0.4	3	3	10.4	1	0.6	FALSE
7	5	0	19	24	15	0	19	3	0.944444444	88	0	0	0.827586207	0.4	3	4	11.14285714	1	0.7143	FALSE
6	5	0	21	28	9	0	21	2	0.933333333	105	0	0	0.857142857	0.44	3	4	16	1	0.6667	TRUE
3	5	0	11	11	3	0	11	3	2	33	0	0	0.882352941	0.555555556	1	1	10	2	1	FALSE
5	7	0	9	15	8	0	9	1	1	49	0	0	0.918918919	0.5	4	6	8.2	1	0.6	FALSE
2	2	0	6	18	1	0	6	2	2	45	0	0	0.8	0.666666667	1	1	21.5	1	0.5	FALSE
0	1	0	3	0	0	2	1	0	2	0	0	0	0	0	0	0	0	0	0	FALSE
4	5	0	9	13	4	0	9	1	1	43	0	0	0.923076923	0.555555556	2	2	9	1	0.5	FALSE
4	2	0	14	28	6	0	14	3	2	170	0	0	0.5	0.5625	1	1	41.5	8	4.25	FALSE
3	3	0	18	25	1	0	18	2	1	111	0.666666667	0	0.857142857	0.6	1	1	35	7	2.3333	FALSE
2	4	0	1	3	1	0	1	1	2	7	0	0	0.888888889	1	1	1	2.5	1	0.5	FALSE
9	4	0	16	29	22	1	15	6	0.90625	170	0	0	0.829268293	0.625	3	5	17.44444444	2	0.8889	FALSE
7	5	0	37	79	9	1	36	6	1.041666667	388	0	0	0.827586207	0.541666667	4	5	53.28571429	1	0.7143	FALSE
6	5	0	29	40	15	0	29	2	1.066666667	168	0	0	0.857142857	0.44	3	4	26.5	1	0.6667	FALSE
11	4	0	26	47	53	3	24	4	1.025	294	1	0	0.545454545	0.245454545	1	1	25.36363636	2	1.4545	FALSE
2	4	0	1	3	1	0	1	1	2	7	0	0	0.888888889	1	1	1	2.5	1	0.5	FALSE
2	3	0	4	4	1	0	4	2	2	12	0	0	0.857142857	0.666666667	1	1	5	1	0.5	FALSE
7	4	0	14	25	7	1	13	5	0.875	139	0	0	0.871794872	0.611111111	3	5	18.28571429	2	0.8571	FALSE
2	4	0	15	14	1	0	15	2	2	56	0	0	0.888888889	0.666666667	2	2	27	1	0.5	FALSE
2	3	0	15	12	1	0	15	2	2	62	0	0	0.857142857	0.6	1	1	30	3	1.5	FALSE
7	5	0	22	26	9	0	22	2	0.888888889	97	0	0	0.827586207	0.722222222	2	3	12.42857143	1	0.7143	FALSE
1	1	0	0	2	0	0	0	1	2	4	0	0	0	1	0	0	3	0	0	FALSE
2	3	0	17	11	1	0	17	2	2	50	0	0	0.857142857	0.6	1	1	24	1	0.5	FALSE
6	4	0	13	23	7	1	12	4	0.9	120	0	0	0.894736842	0.533333333	3	6	18.33333333	2	0.8333	FALSE
10	1	0	9	31	29	1	8	8	0.913580247	609	0.777777778	0	0	0.407407407	0	0	59	5	1.2	FALSE
3	3	0	21	28	3	0	21	2	2	134	0	0	0.75	0.444444444	1	1	43.66666667	7	3.3333	FALSE
2	2	0	7	8	1	0	7	2	2	23	0	0	0.8	0.666666667	1	1	10.5	1	0.5	FALSE
2	3	0	8	7	1	0	8	2	2	24	0	0	0.857142857	0.625	1	1	11	1	0.5	FALSE
2	3	0	5	7	1	0	5	2	2	16	0	0	0.857142857	0.625	1	1	7	1	0.5	FALSE
2	3	0	17	14	1	0	17	2	2	109	0	0	0.857142857	0.6	1	1	53.5	2	1	FALSE
2	3	0	6	6	1	0	6	2	2	15	0	0	0.857142857	0.6	1	1	6.5	1	0.5	FALSE
4	1	0	4	15	0	2	2	3	0.933333333	114	1	0	0	0.666666667	0	0	26.25	1	0.5	FALSE
6	4	0	15	19	15	0	15	4	1.033333333	123	0.333333333	0	0.888888889	0.466666667	1	2	18.5	4	1.3333	FALSE
3	3	0	17	16	3	0	17	2	2	65	0	0	0.75	0.444444444	1	1	20.66666667	2	1	FALSE
2	4	0	16	15	1	0	16	2	2	74	0	0	0.888888889	0.666666667	2	2	36	1	0.5	FALSE
2	3	0	13	10	1	0	13	2	2	30	0	0	0.857142857	0.6	1	1	14	3	1.5	FALSE
0	1	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	FALSE
2	4	0	5	4	1	0	5	1	2	9	0	0	0.888888889	0.666666667	1	1	3.5	1	0.5	FALSE
5	3	0	27	32	4	5	27	2	0.833333333	208	1	6	0.692307692	0.342857143	2	2	39.4	3	1.4	FALSE
5	5	0	15	23	8	0	15	1	1	75	0	0	0.888888889	0.666666667	2	3	13.4	1	0.6	TRUE
2	3	0	10	9	1	0	10	2	2	29	0	0	0.857142857	0.625	1	1	13.5	1	0.5	FALSE
2	3	0	33	34	1	0	33	2	1	251	0	0	0.857142857	0.625	1	1	121.5	7	3.5	FALSE
2	3	3	10	10	1	3	7	2	2	28	0	0	0.952380952	0.666666667	0	0	13	1	0.5	FALSE
2	2	0	26	26	1	0	26	2	2	92	0	0	0.8	0.666666667	1	1	45	1	0.5	FALSE
1	6	0	1	2	0	0	1	1	2	4	0	0	1	1	0	0	3	0	0	FALSE
5	4	0	13	19	4	1	12	4	0.9375	92	0	0	0.888888889	0.583333333	3	5	16.6	1	0.6	FALSE
4	4	0	7	13	6	0	7	1	1	46	0	0	0.8125	0.5625	2	3	10.25	3	1.5	FALSE
6	5	0	13	18	9	0	13	2	0.933333333	71	0	0	0.857142857	0.6	3	3	10.33333333	1	0.6667	FALSE
2	4	0	19	24	1	0	19	2	2	240	0	0	0.923076923	0.625	2	2	119	1	0.5	FALSE
2	3	0	12	8	1	0	12	2	2	30	0	0	0.857142857	0.6	1	1	14	2	1	FALSE
2	3	0	24	30	1	0	24	2	1	182	0	0	0.857142857	0.6	2	2	89.5	6	3	FALSE
3	3	0	13	13	3	0	13	2	1.5	45	1	0	0.92	0.5	2	2	13.66666667	1	0.6667	FALSE
2	4	0	7	11	1	0	7	1	1	37	0	0	0.888888889	0.666666667	1	1	17	3	1.5	FALSE
7	5	0	20	26	15	0	20	3	0.944444444	102	0	0	0.827586207	0.4	3	4	13.14285714	1	0.7143	FALSE
4	3	0	5	8	0	2	3	4	0.888888889	41	0.333333333	0	0.961538462	0.625	0	0	8.5	1	0.5	FALSE
6	1	0	23	25	13	9	14	4	0.9	150	0.5	0	0	0.36	0	0	23.66666667	2	1	FALSE
2	3	0	12	14	1	0	12	2	2	43	0	0	0.857142857	0.625	1	1	20.5	3	1.5	FALSE
3	1	0	7	7	3	1	6	2	2	36	0	0	0	0.5	0	0	11	3	1.6667	FALSE
3	1	0	3	5	3	1	2	3	2	13	0	0	0	0.666666667	0	0	3.333333333	1	0.6667	FALSE
4	2	0	32	53	4	0	32	2	1	465	0.166666667	0	0.904761905	0.666666667	0	0	112.25	11	3	FALSE
2	3	0	23	17	1	0	23	2	2	69	0	0	0.857142857	0.6	1	1	33.5	3	1.5	FALSE
7	4	0	15	23	7	3	12	5	0.875	145	0	0	0.871794872	0.611111111	3	5	19.14285714	2	0.8571	FALSE
4	4	0	8	10	6	0	8	1	2	29	0	0	0.8125	0.4	2	3	6.25	1	0.75	FALSE
2	3	0	13	11	1	0	13	2	2	47	0	0	0.857142857	0.625	1	1	22.5	6	3	FALSE
2	3	0	9	8	1	0	9	2	2	25	0	0	0.857142857	0.625	1	1	11.5	2	1	FALSE
2	3	0	8	12	1	0	8	2	2	43	0	0	0.857142857	0.625	1	1	20.5	3	1.5	FALSE
2	3	0	15	12	1	0	15	2	2	62	0	0	0.857142857	0.6	1	1	30	3	1.5	FALSE
8	5	0	23	41	28	0	23	2	1.047619048	191	0	0	0.8	0.357142857	3	4	22.5	3	1.25	FALSE
3	5	0	4	5	3	0	4	1	2	13	0	0	0.888888889	0.555555556	3	3	3.333333333	1	0.6667	FALSE
4	5	0	9	13	4	0	9	1	1	43	0	0	0.923076923	0.555555556	2	2	9	1	0.5	FALSE
2	2	0	17	15	1	0	17	2	2	59	0	0	0.8	0.666666667	1	1	28.5	1	0.5	FALSE
2	3	0	9	7	1	0	9	2	2	27	0	0	0.857142857	0.6	1	1	12.5	3	1.5	FALSE
2	4	0	43	51	1	0	43	2	2	347	1	0	0.923076923	0.625	1	1	172	1	0.5	FALSE
2	1	0	4	6	1	2	2	1	2	11	0	0	0	0.5	0	0	4.5	1	0.5	FALSE
7	5	0	28	40	9	1	27	5	0.933333333	207	0	0	0.827586207	0.611111111	3	4	27.85714286	2	0.8571	FALSE
2	4	0	3	6	1	0	3	2	2	16	0	0	0.875	0.666666667	0	0	7	2	1	FALSE
11	5	0	48	86	23	5	43	9	0.875	610	0	0	0.8	0.766666667	4	10	54.09090909	2	0.9091	FALSE
6	1	0	6	14	0	3	3	6	0.533333333	94	1	0	0	0.444444444	0	0	14.16666667	4	1.3333	FALSE
4	5	0	9	13	4	0	9	1	1	43	0	0	0.923076923	0.555555556	2	2	9	1	0.5	FALSE
4	5	0	11	31	4	0	11	1	1	122	0	0	0.923076923	0.555555556	2	2	28.75	1	0.5	FALSE
4	4	0	11	28	4	0	11	3	0.916666667	124	0.25	0	0.948717949	0.777777778	1	1	29	4	1.25	FALSE
3	1	0	6	16	1	0	6	2	0.75	58	0.5	0	0	1	0	0	17.66666667	3	1	TRUE
4	5	0	9	13	4	0	9	1	1	43	0	0	0.923076923	0.555555556	2	2	9	1	0.5	FALSE
2	3	0	16	16	1	0	16	2	2	58	0	0	0.857142857	0.625	1	1	28	1	0.5	FALSE
15	4	0	47	115	0	11	36	13	0.803571429	1121	0	0	0.606060606	0.833333333	2	3	73.46666667	2	0.9333	FALSE
4	5	0	24	49	4	0	24	2	0.966666667	453	0.1	0	0.952380952	0.5	3	4	109.75	5	1.5	FALSE
2	4	0	19	12	1	0	19	2	2	41	0	0	0.923076923	0.625	1	1	19.5	1	0.5	FALSE
2	3	0	19	18	1	0	19	2	2	77	0	0	0.857142857	0.625	1	1	37.5	5	2.5	FALSE
6	4	0	13	23	7	1	12	4	0.9	120	0	0	0.894736842	0.533333333	3	6	18.33333333	2	0.8333	FALSE
2	3	0	8	8	1	0	8	2	2	28	0	0	0.857142857	0.6	1	1	13	1	0.5	FALSE
7	4	0	27	46	13	2	25	5	0.916666667	270	0	0	0.871794872	0.611111111	3	6	37	2	0.8571	FALSE
6	4	0	12	22	7	1	11	4	0.9	120	0	0	0.84	0.533333333	3	3	18.33333333	2	0.8333	FALSE
2	4	0	15	14	1	0	15	2	2	55	0	0	0.888888889	0.666666667	2	2	26.5	1	0.5	FALSE
7	5	0	23	25	9	0	23	2	0.888888889	95	0	0	0.827586207	0.722222222	2	3	12.14285714	1	0.7143	FALSE
2	3	0	20	17	1	0	20	2	2	61	0	0	0.857142857	0.625	1	1	29.5	2	1	FALSE
2	3	0	11	14	1	0	11	2	2	46	0	0	0.857142857	0.625	1	1	22	5	2.5	FALSE
8	5	0	22	34	16	0	22	3	0.904761905	127	0	0	0.8	0.457142857	3	4	14.5	3	1	FALSE
6	5	0	15	20	9	0	15	2	0.933333333	80	0	0	0.857142857	0.6	3	3	11.83333333	1	0.6667	FALSE
8	3	0	24	61	14	1	23	6	0.892857143	339	0	0	0.769230769	0.5	2	2	40.875	2	0.875	FALSE
9	5	0	14	20	36	1	13	2	1.041666667	70	0	0	0.844444444	0.4	3	6	6.444444444	2	0.8889	FALSE
