wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,Faultiness
82,1,0,72,318,3021,37,48,72,0.943883277,3982,0.954545455,4,0,0.087369421,0,0,47.29268293,13,2.1951,TRUE
17,1,4,16,31,120,4,12,16,0.791666667,146,1,1,0,0.183823529,0,0,7.411764706,2,1.1176,TRUE
11,2,0,7,31,45,2,6,6,0.5,166,1,1,0.64,0.363636364,0,0,13.90909091,2,0.9091,TRUE
2,1,0,4,2,1,4,0,2,2,2,0,0,0,0.666666667,0,0,0,1,1,FALSE
10,1,0,6,26,15,1,5,10,0.694444444,125,1,2,0,0.3,1,1,11.1,2,1.1,TRUE
5,1,0,9,8,0,8,2,5,0.5,30,1,1,0,0.466666667,0,0,4.6,1,0.8,FALSE
5,1,0,12,21,0,9,3,5,0,75,1,0,0,0.4,0,0,13.8,2,1,FALSE
5,1,0,3,8,4,2,1,5,0.5,34,1,0,0,0.6,0,0,5.6,2,1,TRUE
2,5,2,5,5,1,2,3,2,2,12,0,0,0.987654321,1,1,1,5,1,0.5,FALSE
32,2,1,31,147,434,2,30,19,0.923387097,1429,0.875,1,0.347826087,0.121442125,1,1,43.40625,5,1.5938,TRUE
3,1,0,9,4,1,9,0,1,0.75,32,0.25,3,0,0.75,0,0,8.333333333,1,0.3333,FALSE
38,1,0,13,86,519,3,10,38,0.866795367,593,1,2,0,0.12406015,0,0,14.23684211,3,1.2895,TRUE
16,1,0,10,46,116,8,2,15,1.007407407,431,0.222222222,0,0,0.219047619,0,0,25.375,8,1.75,TRUE
8,1,0,7,21,0,3,4,7,0.428571429,108,1,0,0,0.5625,0,0,11.875,2,1.25,TRUE
9,2,0,8,18,6,4,4,9,0.770833333,114,1,2,0.272727273,0.444444444,1,4,11,2,1,FALSE
6,1,3,6,7,7,3,3,6,0.7,28,1,1,0,0.444444444,0,0,3.333333333,1,0.8333,FALSE
2,1,0,1,10,1,1,0,2,2,34,0,0,0,0.5,0,0,16,4,2,FALSE
3,1,0,5,3,3,5,0,3,2,3,0,0,0,0.666666667,0,0,0,1,1,TRUE
12,2,0,12,55,0,1,12,12,0.409090909,320,1,0,0.592592593,0.212962963,1,1,25.5,5,1.5833,TRUE
2,1,0,9,2,1,9,0,2,2,2,0,0,0,1,0,0,0,1,1,FALSE
3,1,0,10,4,0,10,1,3,0.5,20,1,1,0,0.555555556,0,0,5,1,0.6667,FALSE
4,1,0,5,18,4,3,2,2,0.833333333,109,0.5,0,0,0.416666667,0,0,24.75,1,0.5,TRUE
20,1,0,14,60,48,6,10,20,0.815789474,515,1,2,0,0.166666667,0,0,24.35,4,1.8,FALSE
3,2,0,4,10,1,1,3,2,0.5,57,1,0,0.833333333,0.666666667,0,0,17.66666667,7,2.3333,FALSE
10,1,0,7,17,27,3,4,10,0.75,69,1,2,0,0.28,1,1,5.5,2,1,TRUE
7,4,0,7,26,0,0,7,7,0.611111111,138,1,0,0.890909091,0.357142857,0,0,18.28571429,1,0.8571,FALSE
4,2,0,4,14,2,2,3,2,0.666666667,89,0.5,0,0.714285714,0.444444444,0,0,20.75,7,2,TRUE
5,1,0,3,17,6,3,0,4,0.95,136,0.8,0,0,0.375,0,0,25.2,2,1,TRUE
17,1,2,7,34,72,3,4,9,0.604166667,217,1,1,0,0.202614379,0,0,11.58823529,3,1.0588,FALSE
13,4,0,3,33,68,0,3,12,0.833333333,184,1,0,0.803278689,0.487179487,0,0,12.76923077,3,1.0769,FALSE
17,4,0,15,78,84,0,15,15,0.8515625,408,1,0,0.753846154,0.254901961,1,1,22.52941176,6,1.2353,FALSE
8,1,0,11,60,28,2,9,7,2,1007,0,0,0,0.333333333,0,0,124.875,11,5.125,FALSE
23,3,1,15,68,127,1,14,8,0.613636364,472,1,0,0.676470588,0.180124224,1,8,19.43478261,4,1.4783,TRUE
67,1,0,30,173,1691,15,21,52,0.881818182,2020,1,6,0,0.122201493,1,1,28.85074627,18,2.3881,TRUE
1,1,0,6,1,0,5,1,1,2,1,0,0,0,1,0,0,0,1,1,TRUE
6,1,0,9,11,9,5,4,5,0.6,46,1,1,0,0.2,0,0,6.5,1,0.6667,FALSE
1,1,0,6,1,0,5,1,1,2,1,0,0,0,1,0,0,0,1,1,FALSE
10,1,0,2,12,25,1,1,10,0.805555556,53,1,0,0,0.7,0,0,3.9,1,0.9,FALSE
6,1,0,6,37,13,2,4,5,0.2,172,1,0,0,0.666666667,0,0,27.5,1,0.6667,TRUE
14,4,0,4,30,55,0,4,14,0.833333333,170,1,0,0.790322581,0.357142857,2,4,10.71428571,1,0.9286,TRUE
9,1,0,13,13,12,11,2,9,0.75,47,1,2,0,0.333333333,0,0,3.888888889,1,0.8889,TRUE
5,1,0,4,16,0,2,2,5,0.583333333,79,0.333333333,0,0,0.466666667,0,0,14.2,2,1,FALSE
17,4,0,12,52,90,2,12,14,0.8125,288,1,0,0.753846154,0.470588235,1,1,15.58823529,3,1.0588,TRUE
6,1,3,6,7,7,3,3,6,0.7,28,1,1,0,0.444444444,0,0,3.333333333,1,0.8333,FALSE
2,1,0,5,22,1,2,3,2,2,138,0,0,0,0.5,0,0,68,1,0.5,TRUE
12,1,0,20,12,66,16,9,12,2,12,0,0,0,0.2,0,0,0,1,1,TRUE
13,1,0,14,58,44,1,13,6,0.592592593,478,1,0,0,0.307692308,0,0,35.07692308,5,1.9231,TRUE
25,4,0,14,65,234,2,13,20,0.904166667,402,1,0,0.671232877,0.37,1,2,14.68,1,0.96,TRUE
1,1,0,4,2,0,1,3,0,2,4,0,0,0,1,0,0,3,0,0,FALSE
7,4,0,2,20,21,1,0,7,2,67,0,0,0.910447761,0.571428571,2,2,8.571428571,2,1,FALSE
7,1,0,6,33,19,3,0,5,0.666666667,179,0,0,0,0.444444444,0,0,24.42857143,1,0.7143,TRUE
27,6,0,14,67,273,1,0,20,0.730769231,483,0.666666667,0,0.826666667,0.145061728,4,6,16.66666667,8,1.8519,FALSE
1,3,0,5,2,0,1,4,1,2,9,0,0,1,1,0,0,7,0,0,FALSE
5,1,0,8,9,8,4,4,3,0.75,29,1,1,0,0.5,0,0,4.6,2,0.8,FALSE
18,2,0,25,85,133,2,0,6,0.781512605,568,1,1,0.272727273,0.31372549,1,3,30.16666667,11,2.0556,FALSE
5,1,0,5,9,8,1,4,3,0.75,29,1,1,0,0.5,0,0,4.6,2,0.8,FALSE
2,3,0,5,5,0,1,4,2,1,22,0.5,1,0.933333333,0.625,0,0,9,1,0.5,FALSE
12,1,0,3,24,0,1,3,11,0.303030303,222,1,1,0,0.316666667,0,0,17,2,1,FALSE
13,1,0,9,51,24,7,3,12,0.65,297,1,0,0,0.346153846,0,0,21.46153846,4,1.8462,FALSE
1,1,0,4,1,0,2,0,1,2,1,0,0,0,1,0,0,0,1,1,FALSE
20,2,0,19,84,88,1,0,14,0.719298246,685,1,0,0.672413793,0.166666667,1,3,33.1,5,1.75,FALSE
3,1,3,4,4,1,3,1,2,0,16,1,0,0,0.666666667,0,0,4,1,0.6667,FALSE
3,2,0,3,9,3,1,0,3,2,27,0,0,0.777777778,0.833333333,1,1,8,1,0.6667,FALSE
23,1,0,16,74,171,7,12,22,0.828282828,610,1,2,0,0.147826087,0,0,25.13043478,4,1.8261,FALSE
20,1,5,14,44,112,7,7,10,0.614035088,255,1,1,0,0.177272727,0,0,11.6,3,1.2,TRUE
13,4,0,3,34,68,0,3,12,0.833333333,191,1,0,0.835616438,0.487179487,0,0,13.30769231,3,1.0769,FALSE
8,2,0,12,29,26,3,0,6,0.714285714,99,1,1,0.142857143,0.238095238,1,1,11.25,1,0.75,TRUE
2,3,0,3,5,0,1,2,1,0,15,1,0,1,1,0,0,6,0,0,FALSE
1,1,0,6,1,0,5,1,1,2,1,0,0,0,1,0,0,0,1,1,FALSE
3,1,0,11,40,1,1,0,3,0,212,1,0,0,0.416666667,0,0,69.33333333,4,1.6667,FALSE
9,1,0,16,43,36,4,14,9,2,143,0,0,0,0.181818182,0,0,14.88888889,3,1.6667,FALSE
5,2,0,5,14,10,1,0,5,2,43,0,0,0.636363636,0.666666667,2,2,7.6,2,1.2,FALSE
7,2,0,5,18,0,1,0,7,0,125,1,0,0.538461538,0.464285714,1,1,16.71428571,3,1.8571,TRUE
18,4,5,29,96,85,5,0,12,0.588235294,669,1,1,0.861788618,0.205882353,3,7,36.05555556,10,2.1111,TRUE
35,4,0,11,78,439,2,10,35,0.909926471,564,1,0,0.642105263,0.371428571,3,4,14.65714286,3,1.0286,TRUE
2,4,0,4,4,0,2,2,2,0,14,1,1,0.944444444,0.75,0,0,5.5,1,0.5,FALSE
2,1,0,4,2,1,4,1,2,2,4,0,0,0,0.666666667,0,0,0,1,1,FALSE
3,2,3,7,8,1,3,4,2,0.5,28,1,1,0.857142857,0.583333333,0,0,8,1,0.6667,FALSE
10,1,0,26,111,45,5,23,9,2,957,0,0,0,0.3,0,0,94.7,25,3.7,FALSE
1,1,0,6,1,0,6,1,1,2,1,0,0,0,1,0,0,0,1,1,FALSE
10,2,0,7,30,25,2,6,8,0.518518519,189,1,1,0.703703704,0.55,1,2,17.6,2,0.9,FALSE
20,2,0,7,29,154,4,4,13,0.967418546,213,0.428571429,2,0.413793103,0.233333333,0,0,8.6,4,1.05,FALSE
6,1,0,6,22,0,2,5,5,0.466666667,89,1,0,0,0.55,0,0,13.33333333,4,1.1667,FALSE
6,1,0,2,9,9,1,0,6,0.4,40,1,0,0,0.666666667,0,0,5.5,2,1,FALSE
3,1,0,10,4,1,10,0,1,0.75,32,0.25,3,0,0.75,0,0,8.333333333,1,0.3333,FALSE
12,5,0,3,25,66,0,0,12,2,67,0,0,0.917910448,0.472222222,1,1,4.583333333,1,0.9167,FALSE
28,1,0,20,83,374,15,0,25,1.012345679,926,0.166666667,0,0,0.226337449,0,0,31.64285714,22,2.4643,FALSE
3,1,0,1,4,1,1,0,3,0.5,14,1,0,0,0.666666667,0,0,3.333333333,1,0.6667,FALSE
7,1,0,6,25,15,6,0,5,0.5,1207,1,0,0,0.291666667,0,0,171.2857143,4,2.4286,FALSE
10,1,2,8,15,29,2,6,8,0.777777778,67,1,1,0,0.65,0,0,5.3,2,1,FALSE
3,1,0,10,4,0,10,1,3,0.5,20,1,1,0,0.555555556,0,0,5,1,0.6667,FALSE
4,2,0,6,10,4,1,5,2,0.666666667,27,1,1,0.5,0.5,0,0,5.5,1,0.5,FALSE
1,3,0,3,2,0,1,3,1,2,9,0,0,1,1,0,0,7,0,0,FALSE
22,1,1,22,72,121,14,9,22,0.87755102,469,1,1,0,0.166666667,0,0,20,8,1.8182,FALSE
10,1,0,2,16,23,1,2,9,0.5,88,1,1,0,0.433333333,0,0,7.2,2,1,FALSE
5,2,0,4,21,0,0,0,4,0.166666667,144,1,0,0.636363636,0.533333333,1,1,27.2,5,2.4,FALSE
14,3,0,17,65,91,3,16,7,2,440,0,0,0.74,0.276785714,2,3,30.42857143,1,0.9286,FALSE
12,4,0,7,23,30,0,7,12,0.8,121,1,0,0.847222222,0.708333333,0,0,8.666666667,1,0.9167,FALSE
3,5,2,13,34,3,2,11,1,2,152,0,0,0.977011494,1,0,0,49.66666667,1,0.6667,FALSE
1,1,0,22,1,0,22,0,1,2,1,0,0,0,1,0,0,0,1,1,FALSE
3,3,0,8,15,0,1,7,3,0.833333333,78,0.666666667,2,0.875,0.444444444,0,0,24,1,0.6667,FALSE
3,1,0,4,4,0,4,0,3,0.5,20,1,0,0,0.666666667,0,0,5,1,0.6667,FALSE
9,1,6,11,12,28,6,0,9,0.75,45,1,1,0,0.333333333,0,0,3.777777778,1,0.7778,FALSE
7,1,2,4,13,21,2,0,7,2,43,0,0,0,0.761904762,0,0,5.142857143,1,0.8571,FALSE
8,1,0,10,27,28,5,0,4,2,198,0,0,0,0.71875,0,0,23.75,2,1,FALSE
2,1,0,11,2,1,10,1,2,2,2,0,0,0,0.75,0,0,0,1,1,FALSE
4,1,0,5,9,0,4,0,4,0.333333333,34,1,1,0,0.5,0,0,7,1,0.75,FALSE
4,1,0,6,10,6,4,2,4,2,63,0,0,0,0.333333333,0,0,14.75,2,1.25,FALSE
11,1,0,13,12,55,11,2,10,1,20,0,1,0,0.52,0,0,0.727272727,1,0.9091,FALSE
4,2,0,6,10,4,1,5,2,0.666666667,27,1,1,0.5,0.5,0,0,5.5,1,0.5,FALSE
5,2,0,9,39,4,2,7,5,0.666666667,228,1,2,0.826086957,0.6,1,1,44,1,0.8,FALSE
11,1,0,3,19,1,2,2,11,0.45,67,1,1,0,0.318181818,0,0,4.909090909,1,0.9091,FALSE
6,1,5,8,7,7,5,3,6,0.7,28,1,1,0,0.444444444,0,0,3.333333333,1,0.8333,FALSE
2,1,1,6,4,1,3,3,2,2,8,0,0,0,0.625,0,0,3,1,0.5,FALSE
16,1,0,10,51,70,2,9,11,0.5,205,1,0,0,0.28125,0,0,11.6875,5,1.4375,FALSE
4,1,0,12,4,6,11,3,4,2,4,0,0,0,0.5,0,0,0,1,1,TRUE
22,4,0,7,36,161,0,7,22,0.895238095,243,1,0,0.743902439,0.363636364,2,2,9.590909091,1,0.9545,FALSE
7,1,0,9,12,0,7,3,7,0.5,40,1,1,0,0.428571429,0,0,4.428571429,1,0.8571,FALSE
4,1,0,6,17,0,4,0,2,0.666666667,58,0.5,1,0,0.833333333,0,0,13,2,0.75,FALSE
2,1,0,4,9,1,1,3,2,2,43,0,0,0,0.5,1,1,20.5,7,3.5,FALSE
12,2,0,9,21,34,4,5,12,0.772727273,150,1,2,0.473684211,0.316666667,1,8,10.83333333,2,0.9167,FALSE
4,2,0,5,6,4,1,4,2,0.666666667,21,1,1,0.5,0.5,0,0,4,1,0.5,FALSE
11,1,0,16,16,31,14,4,8,0.8,77,0.833333333,3,0,0.26,0,0,5.454545455,1,0.8182,FALSE
2,1,0,15,2,1,15,0,2,2,2,0,0,0,1,0,0,0,1,1,FALSE
5,6,0,8,31,4,0,8,5,0.5,108,1,0,0.956043956,0.466666667,1,1,20.4,2,1,FALSE
37,4,0,17,91,506,0,17,31,0.905555556,620,1,0,0.628865979,0.412162162,2,2,15.35135135,1,0.973,FALSE
13,6,0,17,61,72,1,0,11,0.666666667,380,1,0,0.920289855,0.207692308,4,6,28.15384615,5,1.3846,FALSE
2,2,0,3,4,1,1,2,2,2,10,0,0,0.833333333,0.666666667,0,0,4,1,0.5,FALSE
13,2,0,10,33,52,6,4,13,0.333333333,206,1,2,0.45,0.282051282,1,1,14.69230769,5,1.1538,FALSE
1,1,0,6,1,0,4,2,1,2,1,0,0,0,1,0,0,0,1,1,FALSE
15,1,0,14,20,49,12,4,15,0.765306122,127,1,2,0,0.26,0,0,7,1,0.7333,FALSE
5,1,0,10,48,10,1,9,4,2,489,0,0,0,0.314285714,0,0,96.8,13,3.4,FALSE
20,1,0,37,20,190,32,6,20,2,20,0,0,0,0.3625,0,0,0,1,1,FALSE
6,1,0,6,38,13,2,4,5,0.2,180,1,0,0,0.666666667,0,0,28.83333333,1,0.6667,FALSE
8,5,0,6,28,0,0,6,8,0.619047619,110,1,0,0.923913043,0.458333333,1,2,12.375,1,0.875,FALSE
5,1,1,11,11,0,9,0,5,0.375,41,1,1,0,0.466666667,0,0,6.8,1,0.8,FALSE
1,1,0,6,1,0,4,2,1,2,1,0,0,0,1,0,0,0,1,1,FALSE
5,1,0,5,9,8,1,4,3,0.75,29,1,1,0,0.5,0,0,4.6,2,0.8,FALSE
12,1,0,17,58,66,12,0,11,1.090909091,347,1,0,0,0.183333333,0,0,27.83333333,4,1.5833,FALSE
4,1,0,4,7,0,1,3,4,0.333333333,31,1,2,0,0.4375,0,0,6.25,2,1,FALSE
7,1,0,10,60,21,2,0,6,2,936,0,0,0,0.285714286,0,0,132.7142857,11,5.1429,TRUE
10,2,3,5,21,0,4,0,9,0,83,1,1,0.968253968,0.5,0,0,7.2,1,0.2,FALSE
6,2,3,5,13,0,3,2,6,0.2,76,1,0,0.6,0.458333333,1,1,11.5,7,1.6667,FALSE
5,2,1,4,9,10,3,1,5,2,31,0,0,0.75,0.5,1,2,5.2,1,0.6,FALSE
25,4,2,12,51,234,2,10,22,0.875,451,1,1,0.717647059,0.35,1,1,16.6,12,1.48,TRUE
4,3,0,2,8,6,2,0,4,1.333333333,21,1,0,1,0.666666667,0,0,4,0,0,FALSE
32,4,0,15,86,348,0,15,27,0.888337469,660,1,0,0.663043478,0.35,2,3,19.21875,1,0.9688,FALSE
5,5,0,4,18,8,1,0,4,0.5,78,1,0,0.976190476,0.625,2,2,14.2,3,1,FALSE
13,1,5,21,33,44,17,5,6,0.555555556,162,1,1,0,0.188034188,1,1,11.23076923,5,1.2308,FALSE
9,2,0,11,28,22,4,8,7,0.5,127,1,1,0.125,0.25,1,1,12.88888889,2,1,FALSE
205,1,0,154,583,20326,84,98,179,0.969309463,8095,0.97826087,7,0,0.068627451,0,0,38.26341463,20,2.122,TRUE
2,4,0,2,18,0,1,1,2,0,102,1,0,0.983870968,0.666666667,1,1,49,3,1.5,FALSE
2,1,3,8,5,1,3,5,2,2,15,0,0,0,0.625,0,0,6.5,1,0.5,TRUE
3,1,0,11,22,3,0,0,3,2,101,0,0,0,0.416666667,0,0,32.66666667,2,1.3333,FALSE
5,1,0,14,21,0,11,3,5,0,75,1,0,0,0.4,0,0,13.8,2,1,FALSE
3,1,0,8,20,1,2,0,3,0,155,1,0,0,0.444444444,0,0,50,4,2,FALSE
11,1,0,11,24,17,7,4,10,0.54,107,1,0,0,0.393939394,0,0,8.272727273,2,1.1818,FALSE
2,1,0,9,12,1,1,8,1,2,59,0,0,0,0.5,0,0,28.5,1,0.5,FALSE
8,2,0,15,52,16,1,0,5,0.666666667,335,1,1,0.730769231,0.46875,1,2,40.5,2,1,FALSE
9,1,0,4,11,28,3,1,9,0.875,60,1,2,0,0.481481481,0,0,5.222222222,2,1.1111,FALSE
3,1,0,5,31,3,1,0,3,2,223,0,0,0,0.555555556,0,0,73.33333333,8,5.3333,FALSE
3,1,0,13,23,0,4,11,2,1,201,1,3,0,0.583333333,0,0,64,6,3.3333,FALSE
1,1,0,8,1,0,6,0,1,2,1,0,0,0,1,0,0,0,1,1,FALSE
11,5,2,6,28,49,2,0,10,0.8,95,1,0,0.92481203,0.431818182,2,2,7.545454545,2,1.0909,FALSE
7,4,0,7,26,0,0,7,7,0.611111111,145,1,0,0.910447761,0.357142857,0,0,19.28571429,1,0.8571,FALSE
8,1,0,9,21,28,4,5,8,2,141,0,0,0,0.3125,0,0,16.625,6,2.75,FALSE
22,4,0,9,54,149,0,9,18,0.851190476,558,1,0,0.743902439,0.53030303,0,0,24,13,2.0455,FALSE
2,1,0,24,2,1,23,1,2,2,7,0,0,0,0.75,0,0,0,1,1,FALSE
4,4,0,9,37,0,0,9,4,0,190,1,0,0.953125,0.625,3,5,46.25,1,0.75,FALSE
3,2,2,7,10,0,2,5,2,0.5,38,1,2,0.857142857,0.466666667,0,0,11,1,0.6667,FALSE
9,1,0,6,18,0,2,0,9,0.5,65,0.5,2,0,0.407407407,0,0,6,1,0.8889,FALSE
3,6,0,3,7,3,0,0,3,2,17,0,0,0.985185185,1,1,1,4.666666667,1,0.6667,FALSE
9,2,0,12,29,30,3,10,5,0.90625,242,0.75,3,0.125,0.21875,1,1,25.44444444,4,1.1111,TRUE
19,2,2,7,45,129,3,4,15,0.817460317,311,1,0,0.513513514,0.315789474,0,0,15,8,1.4211,FALSE
3,1,0,2,5,0,1,1,3,0,22,1,1,0,0.555555556,0,0,6,2,1,FALSE
3,1,0,4,13,0,1,3,3,0.5,60,1,4,0,0.666666667,0,0,17.66666667,3,1.3333,FALSE
40,1,3,28,80,726,4,0,30,0.829059829,508,1,3,0,0.1078125,0,0,11.475,6,1.5,FALSE
8,1,0,52,8,28,49,3,8,2,8,0,0,0,1,0,0,0,1,1,FALSE
6,1,0,6,11,13,2,4,4,0.8,42,1,1,0,0.6,0,0,5.833333333,3,1.1667,FALSE
20,2,0,102,55,174,99,4,20,0.729323308,548,1,1,0.36,0.283333333,1,1,26.05,10,2,FALSE
21,1,0,5,79,58,3,0,18,0.7,948,1,0,0,0.292857143,0,0,43.95238095,18,2.619,TRUE
13,3,0,12,26,48,10,3,12,0.633333333,242,1,1,0.545454545,0.222222222,1,1,17.23076923,6,1.5385,FALSE
16,4,0,7,26,68,0,7,16,0.847619048,172,1,0,0.802631579,0.71875,0,0,9.3125,1,0.9375,FALSE
15,2,0,11,39,0,1,0,15,0.547619048,217,1,2,0.735849057,0.222222222,1,2,13.26666667,3,1.2,FALSE
21,1,0,72,47,168,70,0,19,0.95,382,0.5,0,0,0.1375,0,0,16.71428571,8,1.8571,FALSE
