"X","version","wmc","dit","noc","cbo","rfc","lcom","ca","ce","npm","lcom3","loc","dam","moa","mfa","cam","ic","cbm","amc","max_cc","avg_cc","bug","Original.Release","Faultiness","Order"
33,2,6,1,0,2,6,15,1,1,6,2,6,0,0,0,1,0,0,0,1,1,0,"pbeans2",FALSE,"LAST"
34,2,4,1,0,2,9,0,1,1,4,0,28,1,0,0,0.625,0,0,5.75,1,0.75,0,"pbeans2",FALSE,"LAST"
35,2,6,1,0,3,32,13,0,3,4,1.114285714,324,1,0,0,0.4,0,0,51.83333333,1,0.6667,0,"pbeans2",FALSE,"LAST"
36,2,3,3,0,3,13,3,1,2,2,2,79,0,0,0.923076923,0.555555556,1,1,25.33333333,1,0.6667,0,"pbeans2",FALSE,"LAST"
37,2,6,1,0,7,10,0,7,0,4,0,47,1,0,0,0.333333333,1,1,6.666666667,3,1.1667,2,"pbeans2",TRUE,"LAST"
38,2,20,3,0,4,28,70,1,3,20,0.5,257,1,2,0.794117647,0.47,1,1,11.65,2,0.8,1,"pbeans2",TRUE,"LAST"
39,2,3,1,0,1,6,0,1,0,2,0,22,1,0,0,0.666666667,0,0,6,2,1,0,"pbeans2",FALSE,"LAST"
40,2,2,1,0,3,3,0,3,0,2,0.333333333,30,0,0,0,0.75,0,0,12.5,1,0.5,0,"pbeans2",FALSE,"LAST"
41,2,4,1,0,4,28,0,1,3,4,0.444444444,193,1,0,0,0.5,0,0,46.5,1,0.75,0,"pbeans2",FALSE,"LAST"
42,2,1,1,0,3,2,0,3,0,1,2,12,0,0,0,1,0,0,9,0,0,0,"pbeans2",FALSE,"LAST"
43,2,2,1,0,3,3,1,3,1,1,1,15,0,2,0,1,0,0,5.5,1,0.5,1,"pbeans2",TRUE,"LAST"
44,2,16,1,0,7,16,120,4,3,16,2,16,0,0,0,0.192708333,0,0,0,1,1,2,"pbeans2",TRUE,"LAST"
45,2,8,1,0,9,24,0,8,1,8,0.142857143,110,1,1,0,0.325,1,1,12.5,4,1.25,1,"pbeans2",TRUE,"LAST"
46,2,7,1,0,7,32,9,0,7,7,0.611111111,244,1,0,0,0.469387755,0,0,33.42857143,1,0.7143,0,"pbeans2",FALSE,"LAST"
47,2,4,1,0,1,4,6,1,0,4,2,4,0,0,0,1,0,0,0,1,1,0,"pbeans2",FALSE,"LAST"
48,2,10,1,0,2,30,11,2,1,4,0.73015873,209,1,0,0,0.361111111,0,0,19.2,1,0.8,2,"pbeans2",TRUE,"LAST"
49,2,3,1,0,3,4,3,3,1,2,1,40,0,6,0,0.75,0,0,10.33333333,1,0.6667,0,"pbeans2",FALSE,"LAST"
50,2,12,2,0,4,45,64,0,4,4,0.909090909,352,1,0,0.825396825,0.296296296,2,2,28.25,6,1.5,0,"pbeans2",FALSE,"LAST"
51,2,3,1,0,5,3,3,5,0,3,2,3,0,0,0,0.5,0,0,0,1,1,0,"pbeans2",FALSE,"LAST"
52,2,0,1,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"pbeans2",FALSE,"LAST"
53,2,3,3,0,1,4,0,1,0,3,0.5,21,1,0,0.894736842,0.555555556,0,0,5.333333333,1,0.6667,0,"pbeans2",FALSE,"LAST"
54,2,9,1,0,4,13,20,1,4,8,0.791666667,65,1,2,0,0.277777778,0,0,5.888888889,2,1,0,"pbeans2",FALSE,"LAST"
55,2,91,1,0,35,266,3549,12,30,45,0.870634921,3752,1,2,0,0.118981481,0,0,40.07692308,8,1.1648,3,"pbeans2",TRUE,"LAST"
56,2,1,1,0,3,1,0,2,1,1,2,1,0,0,0,1,0,0,0,1,1,0,"pbeans2",FALSE,"LAST"
57,2,3,3,1,11,6,3,11,0,3,2,18,0,0,1,0.777777778,0,0,5,0,0,0,"pbeans2",FALSE,"LAST"
58,2,3,3,0,1,4,0,1,0,3,0.5,21,1,0,0.894736842,0.666666667,0,0,5.333333333,1,0.6667,0,"pbeans2",FALSE,"LAST"
59,2,14,1,0,11,16,63,11,1,13,0.435897436,144,1,0,0,0.367346939,0,0,8.857142857,3,0.6429,0,"pbeans2",FALSE,"LAST"
60,2,14,1,0,2,28,79,2,0,13,0.807692308,170,1,0,0,0.285714286,0,0,10.85714286,1,0.8571,0,"pbeans2",FALSE,"LAST"
61,2,6,1,0,2,33,15,1,1,4,2,236,0,0,0,0.30952381,0,0,38.33333333,1,0.8333,0,"pbeans2",FALSE,"LAST"
62,2,20,2,0,4,67,182,0,4,4,0.921052632,479,1,0,0.742857143,0.23245614,2,7,22.85,3,1.3,0,"pbeans2",FALSE,"LAST"
63,2,15,1,0,9,15,105,6,4,15,2,15,0,0,0,0.3,0,0,0,1,1,0,"pbeans2",FALSE,"LAST"
64,2,15,2,0,2,37,105,0,2,5,2,301,0,0,0.787878788,0.266666667,1,5,19.06666667,2,1,0,"pbeans2",FALSE,"LAST"
65,2,4,1,0,4,16,4,4,0,3,0.666666667,85,1,0,0,0.333333333,0,0,19.75,2,0.75,0,"pbeans2",FALSE,"LAST"
66,2,1,1,0,3,1,0,3,0,1,2,1,0,0,0,1,0,0,0,1,1,0,"pbeans2",FALSE,"LAST"
67,2,6,2,0,2,27,13,0,2,3,0.8,190,1,0,0.912280702,0.404761905,2,2,30.5,4,1.3333,0,"pbeans2",FALSE,"LAST"
68,2,5,1,0,0,25,8,0,0,4,0.75,189,1,0,0,0.4375,0,0,36.6,1,0.6,0,"pbeans2",FALSE,"LAST"
69,2,4,1,0,3,5,0,3,1,4,0,20,1,0,0,0.75,0,0,3.75,1,0.75,0,"pbeans2",FALSE,"LAST"
70,2,10,2,0,2,33,45,0,2,3,2,230,0,0,0.852459016,0.263636364,1,4,22,3,1.2,0,"pbeans2",FALSE,"LAST"
71,2,10,1,0,4,16,17,4,0,10,0.527777778,116,1,0,0,0.333333333,1,1,10.2,5,1.1,0,"pbeans2",FALSE,"LAST"
72,2,2,1,0,0,6,0,0,0,2,0,28,1,0,0,0.75,0,0,12,1,0.5,0,"pbeans2",FALSE,"LAST"
73,2,3,1,0,2,3,3,2,0,3,2,3,0,0,0,0.666666667,0,0,0,1,1,0,"pbeans2",FALSE,"LAST"
74,2,52,1,5,19,189,1208,10,13,22,0.901960784,3579,1,1,0,0.127966976,0,0,67.65384615,10,1.4038,5,"pbeans2",TRUE,"LAST"
75,2,16,1,0,8,74,74,0,8,15,0.866666667,837,1,0,0,0.258928571,0,0,51.0625,28,2.9375,1,"pbeans2",TRUE,"LAST"
76,2,9,1,0,4,17,10,4,0,9,0.458333333,114,1,0,0,0.314814815,1,1,11.33333333,4,1.1111,0,"pbeans2",FALSE,"LAST"
77,2,3,4,0,3,6,3,2,1,3,2,18,0,0,1,0.777777778,0,0,5,0,0,0,"pbeans2",FALSE,"LAST"
